model,id,ground_truth,original_greedy,original_uq_correct,original_uq,original_correct,original_consistency,perturbation_type,greedy_consistency,uq_consistency_rate,greedy_accuracy,uq_accuracy,mean_uq_score,flip_rate
Llama-3.1-8B,12,B,B,True,B,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,13,E,E,True,E,True,0.9,typo,1.0,1.0,1.0,1.0,0.96,0.0
Llama-3.1-8B,13,E,E,True,E,True,0.9,synonym,1.0,1.0,1.0,1.0,0.9199999999999999,0.0
Llama-3.1-8B,13,E,E,True,E,True,0.9,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,13,E,E,True,E,True,0.9,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,13,E,E,True,E,True,0.9,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,14,D,E,False,E,False,1.0,typo,1.0,1.0,0.0,0.0,0.9199999999999999,0.0
Llama-3.1-8B,14,D,E,False,E,False,1.0,synonym,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,14,D,E,False,E,False,1.0,shuffle,0.6,0.4,0.0,0.0,0.6799999999999999,0.4
Llama-3.1-8B,14,D,E,False,E,False,1.0,truncate,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,14,D,E,False,E,False,1.0,paraphrase,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,15,B,B,True,B,True,0.8,typo,0.8,0.8,0.8,0.8,0.9,0.19999999999999996
Llama-3.1-8B,15,B,B,True,B,True,0.8,synonym,1.0,1.0,1.0,1.0,0.8400000000000001,0.0
Llama-3.1-8B,15,B,B,True,B,True,0.8,shuffle,0.2,0.0,0.2,0.0,0.76,0.8
Llama-3.1-8B,15,B,B,True,B,True,0.8,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,15,B,B,True,B,True,0.8,paraphrase,1.0,1.0,1.0,1.0,0.8,0.0
Llama-3.1-8B,16,E,D,False,D,False,1.0,typo,0.6,0.6,0.4,0.4,1.0,0.4
Llama-3.1-8B,16,E,D,False,D,False,1.0,synonym,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,16,E,D,False,D,False,1.0,shuffle,0.0,0.0,1.0,1.0,0.82,1.0
Llama-3.1-8B,16,E,D,False,D,False,1.0,truncate,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,16,E,D,False,D,False,1.0,paraphrase,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,17,E,E,True,E,True,1.0,typo,1.0,1.0,1.0,1.0,0.9400000000000001,0.0
Llama-3.1-8B,17,E,E,True,E,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,17,E,E,True,E,True,1.0,shuffle,1.0,1.0,1.0,1.0,0.8400000000000001,0.0
Llama-3.1-8B,17,E,E,True,E,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,17,E,E,True,E,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,18,B,C,False,C,False,0.6,typo,0.6,0.6,0.4,0.2,0.6458,0.4
Llama-3.1-8B,18,B,C,False,C,False,0.6,synonym,1.0,0.8,0.0,0.2,0.58,0.0
Llama-3.1-8B,18,B,C,False,C,False,0.6,shuffle,0.4,0.4,0.4,0.6,0.6799999999999999,0.6
Llama-3.1-8B,18,B,C,False,C,False,0.6,truncate,0.0,0.2,1.0,0.8,0.6399999999999999,1.0
Llama-3.1-8B,18,B,C,False,C,False,0.6,paraphrase,1.0,1.0,0.0,0.0,0.6199999999999999,0.0
Llama-3.1-8B,19,E,C,False,C,False,1.0,typo,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,19,E,C,False,C,False,1.0,synonym,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,19,E,C,False,C,False,1.0,shuffle,1.0,1.0,0.0,0.0,0.96,0.0
Llama-3.1-8B,19,E,C,False,C,False,1.0,truncate,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,19,E,C,False,C,False,1.0,paraphrase,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,20,C,E,False,E,False,0.6,typo,1.0,1.0,0.0,0.0,0.9400000000000001,0.0
Llama-3.1-8B,20,C,E,False,E,False,0.6,synonym,1.0,1.0,0.0,0.0,0.82,0.0
Llama-3.1-8B,20,C,E,False,E,False,0.6,shuffle,0.8,0.4,0.0,0.2,0.5999999999999999,0.19999999999999996
Llama-3.1-8B,20,C,E,False,E,False,0.6,truncate,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,20,C,E,False,E,False,0.6,paraphrase,1.0,0.8,0.0,0.2,0.8,0.0
Llama-3.1-8B,21,A,E,False,E,False,0.7,typo,1.0,1.0,0.0,0.0,0.7999999999999999,0.0
Llama-3.1-8B,21,A,E,False,E,False,0.7,synonym,1.0,0.8,0.0,0.2,0.5,0.0
Llama-3.1-8B,21,A,E,False,E,False,0.7,shuffle,1.0,0.6,0.0,0.2,0.66,0.0
Llama-3.1-8B,21,A,E,False,E,False,0.7,truncate,1.0,0.2,0.0,0.8,0.6399999999999999,0.0
Llama-3.1-8B,21,A,E,False,E,False,0.7,paraphrase,1.0,0.4,0.0,0.6,0.5599999999999999,0.0
Llama-3.1-8B,22,D,D,True,D,True,0.9,typo,1.0,1.0,1.0,1.0,0.8799999999999999,0.0
Llama-3.1-8B,22,D,D,True,D,True,0.9,synonym,1.0,1.0,1.0,1.0,0.9199999999999999,0.0
Llama-3.1-8B,22,D,D,True,D,True,0.9,shuffle,1.0,0.8,1.0,0.8,0.68,0.0
Llama-3.1-8B,22,D,D,True,D,True,0.9,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,22,D,D,True,D,True,0.9,paraphrase,1.0,1.0,1.0,1.0,0.86,0.0
Llama-3.1-8B,23,E,B,False,B,False,1.0,typo,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,23,E,B,False,B,False,1.0,synonym,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,23,E,B,False,B,False,1.0,shuffle,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,23,E,B,False,B,False,1.0,truncate,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,23,E,B,False,B,False,1.0,paraphrase,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,24,A,A,True,A,True,1.0,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,24,A,A,True,A,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,24,A,A,True,A,True,1.0,shuffle,0.0,0.2,0.0,0.2,0.56,1.0
Llama-3.1-8B,24,A,A,True,A,True,1.0,truncate,1.0,1.0,1.0,1.0,0.8400000000000001,0.0
Llama-3.1-8B,24,A,A,True,A,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,25,E,E,True,E,True,1.0,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,25,E,E,True,E,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,25,E,E,True,E,True,1.0,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,25,E,E,True,E,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,25,E,E,True,E,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,26,E,E,True,E,True,1.0,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,26,E,E,True,E,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,26,E,E,True,E,True,1.0,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,26,E,E,True,E,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,26,E,E,True,E,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,27,A,A,True,A,True,0.8,typo,1.0,1.0,1.0,1.0,0.9800000000000001,0.0
Llama-3.1-8B,27,A,A,True,A,True,0.8,synonym,1.0,1.0,1.0,1.0,0.9800000000000001,0.0
Llama-3.1-8B,27,A,A,True,A,True,0.8,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,27,A,A,True,A,True,0.8,truncate,1.0,0.8,1.0,0.8,0.6,0.0
Llama-3.1-8B,27,A,A,True,A,True,0.8,paraphrase,1.0,1.0,1.0,1.0,0.96,0.0
Llama-3.1-8B,28,D,D,True,D,True,0.5,typo,1.0,0.8,1.0,0.8,0.6,0.0
Llama-3.1-8B,28,D,D,True,D,True,0.5,synonym,1.0,1.0,1.0,1.0,0.6799999999999999,0.0
Llama-3.1-8B,28,D,D,True,D,True,0.5,shuffle,0.0,0.4,0.0,0.4,0.4622,1.0
Llama-3.1-8B,28,D,D,True,D,True,0.5,truncate,1.0,0.6,1.0,0.6,0.58,0.0
Llama-3.1-8B,28,D,D,True,D,True,0.5,paraphrase,1.0,1.0,1.0,1.0,0.74,0.0
Llama-3.1-8B,29,D,D,True,D,True,0.6,typo,0.6,0.6,0.6,0.6,0.8200000000000001,0.4
Llama-3.1-8B,29,D,D,True,D,True,0.6,synonym,1.0,0.8,1.0,0.8,0.6799999999999999,0.0
Llama-3.1-8B,29,D,D,True,D,True,0.6,shuffle,0.8,0.6,0.8,0.6,0.6399999999999999,0.19999999999999996
Llama-3.1-8B,29,D,D,True,D,True,0.6,truncate,0.0,0.0,0.0,0.0,1.0,1.0
Llama-3.1-8B,29,D,D,True,D,True,0.6,paraphrase,1.0,0.2,1.0,0.2,0.5800000000000001,0.0
Llama-3.1-8B,30,E,E,True,E,True,1.0,typo,1.0,1.0,1.0,1.0,0.9400000000000001,0.0
Llama-3.1-8B,30,E,E,True,E,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,30,E,E,True,E,True,1.0,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,30,E,E,True,E,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,30,E,E,True,E,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,31,C,C,False,D,True,0.6,typo,0.2,0.6,0.2,0.4,0.5688,0.8
Llama-3.1-8B,31,C,C,False,D,True,0.6,synonym,1.0,0.0,1.0,0.8,0.48599999999999993,0.0
Llama-3.1-8B,31,C,C,False,D,True,0.6,shuffle,0.2,0.4,0.2,0.4,0.52,0.8
Llama-3.1-8B,31,C,C,False,D,True,0.6,truncate,0.0,0.6,0.0,0.4,0.58,1.0
Llama-3.1-8B,31,C,C,False,D,True,0.6,paraphrase,1.0,0.0,1.0,1.0,0.6592,0.0
Llama-3.1-8B,32,E,C,False,C,False,0.6,typo,1.0,1.0,0.0,0.0,0.82,0.0
Llama-3.1-8B,32,E,C,False,C,False,0.6,synonym,0.6,0.8,0.4,0.2,0.6000000000000001,0.4
Llama-3.1-8B,32,E,C,False,C,False,0.6,shuffle,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,32,E,C,False,C,False,0.6,truncate,1.0,0.4,0.0,0.6,0.6200000000000001,0.0
Llama-3.1-8B,32,E,C,False,C,False,0.6,paraphrase,0.8,1.0,0.2,0.0,0.64,0.19999999999999996
Llama-3.1-8B,33,B,E,False,E,False,1.0,typo,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,33,B,E,False,E,False,1.0,synonym,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,33,B,E,False,E,False,1.0,shuffle,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,33,B,E,False,E,False,1.0,truncate,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,33,B,E,False,E,False,1.0,paraphrase,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,34,B,E,False,E,False,0.6,typo,1.0,1.0,0.0,0.0,0.72,0.0
Llama-3.1-8B,34,B,E,False,E,False,0.6,synonym,1.0,1.0,0.0,0.0,0.8800000000000001,0.0
Llama-3.1-8B,34,B,E,False,E,False,0.6,shuffle,1.0,1.0,0.0,0.0,0.9,0.0
Llama-3.1-8B,34,B,E,False,E,False,0.6,truncate,0.0,0.0,0.0,0.0,0.96,1.0
Llama-3.1-8B,34,B,E,False,E,False,0.6,paraphrase,1.0,1.0,0.0,0.0,0.8799999999999999,0.0
Llama-3.1-8B,35,A,A,False,C,True,0.6,typo,0.6,0.4,0.6,0.6,0.76,0.4
Llama-3.1-8B,35,A,A,False,C,True,0.6,synonym,0.2,0.8,0.2,0.2,0.6199999999999999,0.8
Llama-3.1-8B,35,A,A,False,C,True,0.6,shuffle,0.0,1.0,0.0,0.0,0.8300000000000001,1.0
Llama-3.1-8B,35,A,A,False,C,True,0.6,truncate,0.0,1.0,0.0,0.0,0.9400000000000001,1.0
Llama-3.1-8B,35,A,A,False,C,True,0.6,paraphrase,0.0,1.0,0.0,0.0,0.9,1.0
Llama-3.1-8B,36,E,D,False,D,False,1.0,typo,1.0,1.0,0.0,0.0,0.9199999999999999,0.0
Llama-3.1-8B,36,E,D,False,D,False,1.0,synonym,1.0,1.0,0.0,0.0,0.8800000000000001,0.0
Llama-3.1-8B,36,E,D,False,D,False,1.0,shuffle,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,36,E,D,False,D,False,1.0,truncate,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,36,E,D,False,D,False,1.0,paraphrase,1.0,1.0,0.0,0.0,0.96,0.0
Llama-3.1-8B,37,A,E,False,E,False,0.9,typo,0.8,0.6,0.0,0.2,0.6799999999999999,0.19999999999999996
Llama-3.1-8B,37,A,E,False,E,False,0.9,synonym,1.0,0.8,0.0,0.0,0.6,0.0
Llama-3.1-8B,37,A,E,False,E,False,0.9,shuffle,1.0,0.8,0.0,0.0,0.58,0.0
Llama-3.1-8B,37,A,E,False,E,False,0.9,truncate,1.0,0.6,0.0,0.0,0.48,0.0
Llama-3.1-8B,37,A,E,False,E,False,0.9,paraphrase,1.0,0.8,0.0,0.2,0.68,0.0
Llama-3.1-8B,38,E,E,True,E,True,1.0,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,38,E,E,True,E,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,38,E,E,True,E,True,1.0,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,38,E,E,True,E,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,38,E,E,True,E,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,39,A,A,True,A,True,0.7,typo,1.0,1.0,1.0,1.0,0.8400000000000001,0.0
Llama-3.1-8B,39,A,A,True,A,True,0.7,synonym,1.0,0.8,1.0,0.8,0.66,0.0
Llama-3.1-8B,39,A,A,True,A,True,0.7,shuffle,0.0,0.0,0.0,0.0,0.64,1.0
Llama-3.1-8B,39,A,A,True,A,True,0.7,truncate,0.0,0.0,0.0,0.0,0.7,1.0
Llama-3.1-8B,39,A,A,True,A,True,0.7,paraphrase,1.0,0.8,1.0,0.8,0.62,0.0
Llama-3.1-8B,40,D,D,True,D,True,1.0,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,40,D,D,True,D,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,40,D,D,True,D,True,1.0,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,40,D,D,True,D,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,40,D,D,True,D,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,41,C,C,True,C,True,1.0,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,41,C,C,True,C,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,41,C,C,True,C,True,1.0,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,41,C,C,True,C,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,41,C,C,True,C,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,42,A,E,False,E,False,0.4,typo,0.2,0.0,0.0,0.2,0.5549999999999999,0.8
Llama-3.1-8B,42,A,E,False,E,False,0.4,synonym,1.0,0.4,0.0,0.4,0.4,0.0
Llama-3.1-8B,42,A,E,False,E,False,0.4,shuffle,0.0,0.0,1.0,1.0,0.6534,1.0
Llama-3.1-8B,42,A,E,False,E,False,0.4,truncate,0.0,0.0,1.0,1.0,0.82,1.0
Llama-3.1-8B,42,A,E,False,E,False,0.4,paraphrase,1.0,0.6,0.0,0.0,0.42000000000000004,0.0
Llama-3.1-8B,43,C,D,False,D,False,0.7,typo,1.0,0.8,0.0,0.0,0.6399999999999999,0.0
Llama-3.1-8B,43,C,D,False,D,False,0.7,synonym,1.0,1.0,0.0,0.0,0.6199999999999999,0.0
Llama-3.1-8B,43,C,D,False,D,False,0.7,shuffle,1.0,1.0,0.0,0.0,0.54,0.0
Llama-3.1-8B,43,C,D,False,D,False,0.7,truncate,0.0,0.2,0.0,0.0,0.5199999999999999,1.0
Llama-3.1-8B,43,C,D,False,D,False,0.7,paraphrase,1.0,1.0,0.0,0.0,0.68,0.0
Llama-3.1-8B,44,B,D,False,D,False,0.4,typo,0.4,0.6,0.2,0.0,0.42000000000000004,0.6
Llama-3.1-8B,44,B,D,False,D,False,0.4,synonym,1.0,1.0,0.0,0.0,0.68,0.0
Llama-3.1-8B,44,B,D,False,D,False,0.4,shuffle,0.0,0.0,0.8,0.6,0.48,1.0
Llama-3.1-8B,44,B,D,False,D,False,0.4,truncate,1.0,0.8,0.0,0.0,0.6599999999999999,0.0
Llama-3.1-8B,44,B,D,False,D,False,0.4,paraphrase,1.0,1.0,0.0,0.0,0.7200000000000001,0.0
Llama-3.1-8B,45,E,E,True,E,True,0.6,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,45,E,E,True,E,True,0.6,synonym,1.0,1.0,1.0,1.0,0.96,0.0
Llama-3.1-8B,45,E,E,True,E,True,0.6,shuffle,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,45,E,E,True,E,True,0.6,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,45,E,E,True,E,True,0.6,paraphrase,1.0,1.0,1.0,1.0,0.76,0.0
Llama-3.1-8B,46,C,B,False,B,False,0.7,typo,1.0,1.0,0.0,0.0,0.8084,0.0
Llama-3.1-8B,46,C,B,False,B,False,0.7,synonym,1.0,1.0,0.0,0.0,0.8219999999999998,0.0
Llama-3.1-8B,46,C,B,False,B,False,0.7,shuffle,1.0,0.6,0.0,0.0,0.6734,0.0
Llama-3.1-8B,46,C,B,False,B,False,0.7,truncate,0.0,0.2,0.0,0.0,0.36000000000000004,1.0
Llama-3.1-8B,46,C,B,False,B,False,0.7,paraphrase,1.0,1.0,0.0,0.0,0.8141999999999999,0.0
Llama-3.1-8B,47,A,D,False,D,False,0.7,typo,0.2,0.0,0.0,0.0,0.5799999999999998,0.8
Llama-3.1-8B,47,A,D,False,D,False,0.7,synonym,0.4,0.6,0.0,0.0,0.62,0.6
Llama-3.1-8B,47,A,D,False,D,False,0.7,shuffle,1.0,0.8,0.0,0.2,0.4673999999999999,0.0
Llama-3.1-8B,47,A,D,False,D,False,0.7,truncate,1.0,0.8,0.0,0.0,0.6799999999999999,0.0
Llama-3.1-8B,47,A,D,False,D,False,0.7,paraphrase,0.0,0.4,0.0,0.0,0.6200000000000001,1.0
Llama-3.1-8B,48,B,B,True,B,True,1.0,typo,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,48,B,B,True,B,True,1.0,synonym,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,48,B,B,True,B,True,1.0,shuffle,0.0,0.0,0.0,0.0,0.8400000000000001,1.0
Llama-3.1-8B,48,B,B,True,B,True,1.0,truncate,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,48,B,B,True,B,True,1.0,paraphrase,1.0,1.0,1.0,1.0,1.0,0.0
Llama-3.1-8B,49,D,E,False,E,False,1.0,typo,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,49,D,E,False,E,False,1.0,synonym,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,49,D,E,False,E,False,1.0,shuffle,1.0,1.0,0.0,0.0,1.0,0.0
Llama-3.1-8B,49,D,E,False,E,False,1.0,truncate,1.0,0.6,0.0,0.4,0.6,0.0
Llama-3.1-8B,49,D,E,False,E,False,1.0,paraphrase,1.0,1.0,0.0,0.0,1.0,0.0
